cate,Swedish,Arabic,Norwegian (Bokmål),Romanian,German,Indonesian,French,Russian,Italian,Greek,Finnish,Spanish,Chinese,Polish,English,Czech,Hungarian,Thai,Dutch,Catalan,Mean,Medium,,
859 sensibility,-0.023604367,-0.01964529,-0.058282625,-5.71E-05,0.3178242,-0.019976148,-0.042236123,0.00516535,-0.059108417,-0.028709235,-0.075010836,-0.030887973,0.034703873,0.009319574,-0.017980736,0.000328038,-0.037602857,0.005574518,-0.04041424,-0.06769405,-0.007414722,-0.021790258,,
860 insensibility,-0.007466386,-0.005247387,-0.041760355,0.008332169,0.3246425,-0.009849433,-0.04665724,0.007598166,-0.035367314,-0.001095413,-0.05520396,-0.011277483,0.047277644,0.015166237,-0.008496548,0.009592907,-0.0191263,-0.010925367,-0.029471638,-0.035595797,0.00475345,-0.009172991,,
861 excitation,-0.008136271,0.009591354,-0.043471973,0.014913861,0.30972204,-0.019111576,-0.039323326,0.018342257,-0.026662024,-0.004653406,-0.045292128,-0.0100683,0.06510321,0.019647041,-0.00152485,0.012624733,-0.025991147,-0.015344369,-0.023038756,-0.03136105,0.007798266,-0.009102286,,
862 excitability,-0.005733125,-0.001722298,-0.04199172,0.004945606,0.32358715,-0.018263957,-0.04343829,0.005973918,-0.022839388,-0.003626153,-0.046579633,-0.008116603,0.066090554,0.013314978,0.00253942,0.009579808,-0.028138489,-0.00236964,-0.02443179,-0.034177843,0.007230125,-0.004679639,,
863 inexcitability,-0.001787637,0.011088709,-0.040046655,0.006522808,0.31759763,-0.014993314,-0.03206022,0.02313483,-0.018999165,-0.005695736,-0.046263848,-0.005847941,0.072807156,0.020322261,-0.003679065,0.010392358,-0.028153611,-0.021327665,-0.01434772,-0.032883644,0.009788977,-0.005771839,,
864 pleasure,0.011319194,0.023665538,-0.023772325,0.0123886,0.32807308,-0.0186319,-0.025020026,0.019101426,-0.006805928,0.012272798,-0.04134857,0.001582468,0.074369706,0.021594644,-0.003083178,0.012273631,0.002480753,-0.016179755,-0.022736454,-0.01670655,0.017241858,0.002031611,,
865 pain,0.018617097,0.014254096,-0.019351864,0.020179365,0.289118,-0.008500618,-0.03055341,0.021569546,0.002864949,0.002956841,-0.026304038,0.017157104,0.08654753,0.025549084,0.018384479,0.017230386,0.000208757,-0.00925152,-0.012210794,-0.008897164,0.020978391,0.008605469,,
866 pleasurableness,-0.002344108,0.003550432,-0.03632786,0.003635629,0.31209758,-0.02307744,-0.031992983,0.01790194,-0.01995882,0.00188306,-0.04505866,-0.00188774,0.06197946,0.020010503,-0.008956111,0.01267636,-0.00690223,-0.024913918,-0.013351468,-0.034136385,0.009241362,-0.004623169,,
867 painfulness,0.001889144,0.007330371,-0.03970372,0.010985319,0.3118138,-0.011599016,-0.032524213,0.013153762,-0.018280033,0.00526722,-0.04578574,0.013017652,0.08621576,0.022609562,0.00563464,0.015066457,-0.020165667,-0.014919881,-0.013228061,-0.02161284,0.013758226,0.003578182,,
868 content,0.021298626,0.015542291,-0.0287144,0.004759356,0.28846025,-0.023274401,-0.02523765,0.03237444,-0.010007364,0.015104978,-0.039970256,-0.002117038,0.08224772,0.024620479,0.003457535,0.011492687,-0.012201272,-0.007607789,-0.008841755,-0.002672308,0.016935706,0.000670249,,
869 discontent,0.008334955,0.014137336,-0.021729797,-0.001732826,0.27239373,-0.0143543,-0.042074945,0.016881313,-0.011641407,0.010201454,-0.0349079,-0.000747834,0.093623,0.01844299,0.004903608,-0.005004092,-0.012312003,-0.00346799,-0.016324796,-0.006245828,0.013418733,-0.002600408,,
870 regret,0.0225667,0.04453814,-0.021237008,0.016337156,0.33673593,0.012516955,-0.02192858,0.047806334,0.010290695,0.02531087,-0.036770694,0.041440073,0.10250614,0.033250455,0.03648064,0.03174104,0.005800734,0.02657267,-0.022833494,-0.020472389,0.033532618,0.023938785,,
871 relief,-0.0069615,-0.004624639,-0.04889015,-0.002029216,0.2775893,-0.030428808,-0.037723284,0.016842429,-0.054547336,-0.015121588,-0.06756473,-0.033257063,0.048539195,0.009693787,-0.027990602,-0.000893417,-0.041397635,-0.050724745,-0.031854827,-0.059985183,-0.008066501,-0.029209705,,
872 aggravation,-0.011307647,0.011470147,-0.023336511,0.01775608,0.314587,-0.020846065,-0.04065394,0.026026092,-0.034724414,-0.000594653,-0.03178921,0.009390289,0.087372534,0.022020385,0.005059642,0.006201902,-0.01847362,-0.022286981,-0.022731245,-0.03192919,0.01206053,-0.00595115,,
873 cheerfulness,0.000611606,0.01589159,-0.041098088,0.01117985,0.31483898,-0.014459331,-0.02661514,0.014155346,-0.019835392,0.009948114,-0.03713286,-0.004299768,0.06269643,0.024147151,-0.000659578,0.012652774,-0.019022278,-0.012302532,-0.021617701,-0.024565324,0.012225692,-0.002479673,,
874 dejection,0.000321474,0.008638789,-0.031991884,0.012074833,0.30970225,0.003200525,-0.038651634,0.009361798,-0.0121953,0.009554978,-0.03504264,0.005337908,0.074475706,0.019765766,0.0088521,0.015386755,-0.010746607,0.001834296,-0.017963989,-0.017327283,0.015729392,0.004269217,,
875 rejoicing,0.017718393,0.03157009,-0.026823565,0.011863565,0.31300196,-0.006045039,-0.023337597,0.013889023,0.001374883,0.032801703,-0.007764492,0.005338462,0.08641589,0.022130286,0.014450603,0.018520731,0.001644035,-0.013032535,-0.01229998,-0.01995856,0.023072893,0.008601014,,
876 lamentation,0.010304355,0.03754723,-0.02887663,0.025425857,0.29340097,0.004144886,-0.021562265,0.026930308,0.008067429,0.013968152,-0.019898636,0.028820213,0.09314073,0.029871207,0.010688698,0.016829353,-0.004616277,0.010774722,-0.005880227,-0.003679519,0.026270028,0.01073171,,
877 amusement,-0.005189814,0.022227837,-0.04603166,-0.000374396,0.29011148,-0.0316406,-0.038188267,0.012080429,-0.022106016,0.011707784,-0.029748425,-0.012235217,0.05868007,0.011424335,-0.02141738,2.73E-05,-0.01790469,-0.01900099,-0.026135689,-0.038097445,0.004909432,-0.015069954,,
878 weariness,-0.008787651,-0.004310199,-0.03879198,-0.004772567,0.3066804,-0.022499945,-0.056685958,-3.31E-05,-0.036128502,-0.005691777,-0.041678734,-0.020377323,0.06749935,0.012619841,-0.013800789,0.008443045,-0.030823791,-0.012667369,-0.032928433,-0.02888782,0.001818835,-0.013234079,,
879 wit,0.000679363,0.007171583,-0.045971267,0.003152362,0.30306625,-0.014546728,-0.037940998,0.016548146,-0.030559476,0.002259458,-0.0400886,-0.014309677,0.08000013,0.007511317,-0.007912139,-0.008346527,-0.030653004,-0.017806608,-0.040051635,-0.048860002,0.004167097,-0.011328102,,
880 dullness,-0.021482635,-0.026248971,-0.060030922,-0.016776871,0.30216965,-0.02764332,-0.06862153,-0.01266412,-0.038174324,-0.018270688,-0.07075661,-0.036263365,0.038734082,0.014698146,-0.03117251,0.007260906,-0.034903027,-0.012906522,-0.048942614,-0.056966428,-0.010948084,-0.026946146,,
881 humorist,-0.031924285,0.007743727,-0.07059186,-0.012038041,0.29661366,-0.039917354,-0.05466106,-0.029507909,-0.04005736,-0.038221803,-0.07545837,-0.030661479,0.037288092,-0.022535,-0.040892825,-0.04330588,-0.040949043,-0.020333959,-0.06831902,-0.05381082,-0.018577029,-0.039069579,,
882 beauty,-0.024482522,0.002040533,-0.05471428,-0.004163516,0.2869739,-0.030665996,-0.04238843,-0.004592989,-0.042548556,-0.000368537,-0.07094538,-0.033361763,0.03291814,0.005332866,-0.031344373,-0.002484814,-0.029195044,-0.037497003,-0.0377939,-0.055895623,-0.008758864,-0.02993052,,
883 ugliness,-0.009645313,0.001053262,-0.047521513,0.000316608,0.29591963,-0.020330764,-0.043335833,0.004785366,-0.028163034,0.013778193,-0.052130826,-0.009101567,0.0769188,0.017182417,-0.008305605,0.004115051,-0.01896791,-0.01041658,-0.029304596,-0.038213078,0.004931635,-0.00937344,,
884 ornament,-0.02903264,0.012906916,-0.06873046,-0.003551553,0.23719774,-0.044164844,-0.04993353,0.005664916,-0.054494675,0.003088972,-0.05558487,-0.03409075,0.025189998,-0.001205887,-0.051561553,-0.020056458,-0.039421972,-0.047335766,-0.043130424,-0.06700041,-0.016262363,-0.036756361,,
885 jewelry,-0.030476438,0.02094023,-0.058951437,-0.020539751,0.27856147,-0.04022365,-0.057832178,-0.01414524,-0.04203178,0.024419455,-0.044381846,-0.037148815,0.009172988,2.92E-05,-0.060303673,-0.015138974,-0.024790864,-0.017437683,-0.045604095,-0.071841545,-0.012386231,-0.027633651,,
886 blemish,-0.027522419,0.012002607,-0.054171357,0.005477089,0.29303944,-0.03266815,-0.0557139,0.010078365,-0.04163797,-0.017513858,-0.05352441,-0.026034718,0.05972316,-0.001521379,-0.023424793,-0.006559011,-0.019009348,-0.005631391,-0.040404517,-0.04790574,-0.003646115,-0.021217071,,
887 simplicity,-0.012922479,-0.020888938,-0.039220296,-0.003863087,0.26986998,-0.028328398,-0.04057794,0.015677938,-0.032464292,0.022208977,-0.05169257,-0.02355036,0.0747068,0.008571232,-0.01961933,0.009549444,-0.029232902,-0.023314763,-0.026834045,-0.04477752,0.000164873,-0.022101851,,
888 taste,-0.03195585,-0.006647486,-0.06313333,-0.037210435,0.2705346,-0.043723,-0.06214267,-0.013067436,-0.06676326,-0.0346052,-0.08753548,-0.047437333,0.019475969,-0.022828968,-0.041250926,-0.031802252,-0.040458366,-0.034804467,-0.060522534,-0.07184481,-0.025386162,-0.038834401,,
889 vulgarity,-0.011294908,0.000615571,-0.051787023,-0.001277668,0.27648804,-0.03164998,-0.051733706,0.008469486,-0.028490258,0.007842992,-0.04907241,-0.010738382,0.08313318,0.009248096,-0.010570054,-0.003774848,-0.018818224,-0.017007485,-0.03132899,-0.048893772,0.000967983,-0.011016645,,
890 fashion,-0.019973837,0.004923567,-0.050408542,-0.006885624,0.24815153,-0.032929987,-0.052583285,0.008123293,-0.043451548,0.00702717,-0.06484449,-0.019878373,0.058577836,0.000147063,-0.026147056,-0.010366421,-0.026419695,-0.033234604,-0.042592466,-0.05713695,-0.007995121,-0.023060447,,
891 ridiculousness,0.000210551,0.003502024,-0.044249825,-0.001828031,0.31102604,-0.01954817,-0.057789836,-0.00452104,-0.0296119,-0.010715981,-0.053983383,-0.022352148,0.07461001,0.01566915,-0.008502656,-0.004148677,-0.014019372,-0.01272537,-0.033696804,-0.05344405,0.001694027,-0.011720676,,
892 fop,-0.02104104,0.004872831,-0.06998706,-0.004572341,0.26940787,-0.02399382,-0.032166,-0.006350007,-0.021844096,-0.024005815,-0.058633704,-0.009550734,-0.008023734,-0.013962408,-0.039088886,0.018225722,-0.006313335,0.012670726,-0.03635533,-0.047671016,-0.005919109,-0.017501724,,
893 affectation,-0.01471552,0.001488027,-0.05143095,-0.018418271,0.32303497,-0.018040048,-0.06345923,0.003413948,-0.05504642,-0.03332135,-0.085063584,-0.031529002,0.050133746,-0.007898578,-0.020144118,-0.004761099,-0.031231483,-0.01651078,-0.044749532,-0.064822316,-0.00915358,-0.019281195,,
894 ridicule,0.013842646,0.017704137,-0.032688655,-0.000385274,0.30313885,-0.013923666,-0.03930474,0.025971714,-0.01162373,0.003274215,-0.03826256,0.009410968,0.09837431,0.02530243,0.000702745,0.008515481,-0.01769532,-0.00581611,-0.025619796,-0.04294996,0.013898384,0.000158736,,
895 laughingstock,-0.02032248,0.010128547,-0.04440091,-0.034835283,0.35494357,-0.01882054,-0.040531456,-0.000748579,-0.019057063,-0.031676494,-0.036061805,-0.029069308,0.053627238,-0.027385803,-0.017832777,-0.033823352,-0.038697254,-0.03399499,-0.05526037,-0.057364002,-0.006059156,-0.030372901,,
896 hope,0.00224918,0.014584904,-0.037754647,0.001266507,0.3067779,-0.025120644,-0.036873147,0.004237233,-0.011073358,0.010735863,-0.044623498,-0.004825413,0.08702627,0.015146323,-0.004263401,0.011646341,-0.016862577,-0.01370859,-0.022905292,-0.02780425,0.010392785,-0.004544407,,
897 hopelessness,0.009049693,0.00884629,-0.038471762,0.000106193,0.31286082,0.002524962,-0.038522024,0.004376171,-0.01652951,0.014338078,-0.047371533,0.003687079,0.07083484,0.027805924,0.022853568,0.022553207,-0.015277595,-0.009142697,-0.030080393,-0.019082654,0.014267933,0.003106021,,
898 fear,0.00594111,0.015553743,-0.030635145,0.009536573,0.30480826,-0.00649707,-0.035882294,0.018181093,-0.002599042,0.00814993,-0.033973765,0.012417498,0.08640072,0.020982075,0.013469132,0.017068902,-0.013333867,-0.002356121,-0.008440071,-0.019511316,0.017964017,0.00704552,,
899 courage,0.013919672,0.023504507,-0.03296574,0.007691883,0.2991529,-0.007240018,-0.021178832,0.016880115,-0.014113853,0.006394016,-0.028239422,0.011355273,0.07606578,0.026702305,0.018348558,0.022160832,-0.00386915,-1.74E-05,-0.009489147,-0.027350472,0.01888559,0.00704295,,
900 cowardice,-0.005952697,0.026582716,-0.03674065,0.006567549,0.28767708,-0.007795069,-0.03640173,0.015401671,-0.004586276,0.01660471,-0.043908413,0.028951293,0.10342279,0.022602335,0.016319493,-0.004822916,-0.011694252,-0.004304758,-0.008842962,-0.024896419,0.016709175,-0.004445517,,
901 rashness,-0.002989426,0.010595628,-0.0394203,-0.003408318,0.32182607,-0.008030404,-0.031056782,0.005939238,-0.025964726,0.002871402,-0.05658909,-0.00624551,0.07775915,0.015005427,0.009073808,0.008637707,-0.009941061,-0.00875951,-0.035555307,-0.035912093,0.009391795,-0.004826914,,
902 caution,-0.022175686,0.00914992,-0.050031945,-0.008405143,0.31508523,-0.022484597,-0.05053859,0.001372778,-0.04829663,-0.020834422,-0.059102252,-0.029998034,0.064534746,0.010176351,-0.013113115,0.004792534,-0.058313444,-0.05215264,-0.028386889,-0.052070133,-0.005539598,-0.022330142,,
903 desire,0.010472347,0.01808337,-0.03212877,0.012862136,0.3037691,-0.016721515,-0.023583021,0.017204348,-0.00554741,0.007586734,-0.026729003,0.005642397,0.091178395,0.015037905,0.002079011,0.012783995,-0.011339203,-0.003000219,-0.015567114,-0.023038518,0.016952248,0.003860704,,
904 indifference,0.002942261,0.011674841,-0.036965728,0.010463603,0.3311223,-0.007753722,-0.04128819,0.01234744,-0.033012845,0.018947404,-0.06256283,-0.013919636,0.076283276,0.012379858,0.001305953,0.013624361,-0.021227244,-0.004669731,-0.02371037,-0.028989965,0.010849552,-0.001681889,,
905 dislike,0.027851814,0.006163978,-0.021116521,0.027419994,0.32004407,0.002106839,-0.027175836,0.026690036,-0.00127022,0.020383332,-0.035622746,0.022936411,0.12110855,0.02675292,0.014767042,0.02872159,-0.007990522,0.002386435,0.004778965,-0.008369964,0.027528308,0.01046551,,
906 fastidiousness,-0.043369263,-0.011403319,-0.06476477,-0.010394354,0.30568162,-0.03013628,-0.057625625,0.006100468,-0.05887683,-0.02275804,-0.07303014,-0.039661683,0.03853499,0.009863266,-0.029434199,-0.013177516,-0.016039703,-0.018277256,-0.025469022,-0.05624616,-0.010524191,-0.024113531,,
907 satiety,-0.013354446,0.005834448,-0.041606497,0.013611211,0.28762057,-0.035336446,-0.037290018,0.026062094,-0.022366883,-0.010106043,-0.021889858,-0.014136423,0.05148026,0.004172713,-0.010413359,0.001325689,-0.029321728,-0.022919714,-0.0288538,-0.033285312,0.003461323,-0.013745435,,
908 wonder,0.000283553,0.008332977,-0.041416723,0.004455082,0.33030498,-0.006322682,-0.043712974,0.010501563,-0.01816297,0.003191653,-0.04221934,0.002261144,0.07041894,0.023197921,0.000357879,0.012868759,-0.001257886,0.002511093,-0.02415043,-0.037515823,0.012696336,0.001309512,,
909 expectance,-0.005994526,-0.026263589,-0.043384314,0.004535258,0.3008655,-0.031137507,-0.05474869,-0.001590303,-0.041581146,0.01111956,-0.0494762,-0.00685928,0.10148619,-0.009211949,-0.01932654,0.00491547,-0.025004044,-0.051392768,-0.03453862,-0.047103964,-0.001234573,-0.022165292,,
910 prodigy,0.008303844,0.004697506,-0.03969352,-0.01372293,0.3122294,-0.01841108,-0.04377539,-0.005288485,-0.02843556,0.006807752,-0.036046337,-0.009374362,0.08220294,0.005079529,-0.002459844,-0.001370791,-0.019194257,-0.016752189,-0.039934743,-0.06126791,0.004179679,-0.011548646,,
911 repute,0.001094204,0.020373879,-0.03913118,-0.007323064,0.29968584,-0.014917243,-0.03151709,0.004100482,-0.020859623,0.001082175,-0.053544506,-0.013806656,0.061469056,0.009066913,-0.000650058,0.005501103,-0.006303283,-0.03004014,-0.022662567,-0.040727712,0.006044527,-0.006813174,,
912 disrepute,0.004526896,0.018384393,-0.018535746,0.012343274,0.3040107,-0.001438353,-0.031036796,0.019745436,-0.008970758,0.002163131,-0.05058935,0.010563915,0.08425608,0.023563914,0.016267613,0.012760803,0.002455041,-0.016074372,-0.013669045,-0.032491356,0.016911771,0.003490969,,
913 nobility,0.012633762,0.033215918,-0.01880333,0.005647769,0.22567642,-0.009781217,-0.007562241,0.024307223,0.013329259,0.01622445,-0.034886472,0.010425603,0.070823364,0.016447231,0.01117803,0.007789524,0.006053659,-0.029535498,-0.00663281,-0.007354158,0.016959824,0.009107564,,
914 commonalty,-0.018617934,0.014395211,-0.04769934,0.001180256,0.26552886,-0.038848724,-0.047351357,-0.002077181,-0.026006075,-0.001456495,-0.031881884,-0.008170102,0.05374128,0.000781924,-0.014931577,-0.014503847,-0.02280363,-0.012082997,-0.03580848,-0.051329166,-0.001897063,-0.014717712,,
915 title,0.007580074,0.034503993,-0.032186843,0.001172041,,-0.02164266,-0.022315346,0.012868084,-0.013846247,0.024840686,-0.022688568,4.07E-06,0.05620273,0.0142341,-0.011331319,0.008122824,-0.006479466,-0.037828624,-0.014876738,-0.038838994,-0.0032898,-0.006479466,,
916 pride,0.009360308,0.022682073,-0.031972416,0.020285921,0.28991768,0.005030007,-0.022997746,0.026133839,-0.022006217,0.010923063,-0.04383119,0.003844342,0.07464998,0.014729905,0.002742729,0.015516152,-0.015222194,-0.011857245,-0.02030221,-0.027149497,0.015023864,0.004437175,,
917 humility,0.018381577,0.022409752,-0.023330793,0.020478385,0.29597673,0.01872145,-0.017670983,0.036963783,-0.005635631,0.00195056,-0.029702751,0.03789657,0.09842961,0.029473512,0.021731945,0.023160225,0.001211894,-0.012969699,0.001692707,-0.010880033,0.026414441,0.018551514,,
918 vanity,0.023088064,0.022435917,-0.03212351,0.011502258,0.31194586,0.002698568,-0.022795085,0.02983855,-0.021312779,0.001311272,-0.04065028,0.00424978,0.06714946,0.015174789,0.011895396,0.023761442,-0.007918259,-0.011217637,-0.013087537,-0.016950447,0.017949791,0.003474174,,
919 modesty,-0.005237188,0.003019858,-0.0282675,0.002766069,0.2975385,0.007804394,-0.028388733,0.019127956,-0.018343821,-0.003267283,-0.05205054,0.00718302,0.09517554,0.025677387,0.002386569,0.018922087,-0.008624926,0.005949942,-0.005928172,-0.028564524,0.015343932,0.002576319,,
920 ostentation,-0.012095554,0.015407277,-0.052006003,-0.006897769,0.28143433,-0.02630748,-0.04372332,0.000877531,-0.044461336,-0.009872174,-0.07038886,-0.03248144,0.03792582,0.001495599,-0.018574156,-0.002718411,-0.03149539,-0.02394429,-0.028509129,-0.0560308,-0.006118278,-0.021259223,,
921 celebration,0.003411591,0.02747632,-0.03402448,-0.002799504,0.30942956,-0.024544766,-0.025908438,0.008992401,-0.009574946,0.02209632,-0.012414443,0.006527783,0.04878035,0.020007875,0.006582324,0.008303418,-0.014672439,-0.009607713,-0.005801784,-0.02231401,0.014997271,0.000306044,,
922 boasting,0.0023518,0.024555868,-0.031723604,0.01145648,0.30232522,-0.012828632,-0.029652797,0.011241867,-0.021995883,-0.002032389,-0.030665504,-0.006782389,0.06929353,0.008072052,-0.003072065,-0.007097377,-0.014618879,-0.008728006,-0.031088728,-0.030082872,0.009946385,-0.006939883,,
923 insolence,0.010542959,0.02268621,-0.03329343,0.020864109,0.30808783,-0.002328441,-0.030579632,0.018319746,-0.015782481,0.00995346,-0.041289445,0.003769617,0.09199772,0.01625136,0.007217476,0.017615372,-0.014506319,0.000174888,-0.009086543,-0.0382877,0.017116338,0.005493547,,
924 servility,-0.004306604,0.023940751,-0.04386202,-0.001273531,0.2751248,-0.014775308,-0.043922465,0.013269268,-0.019418886,0.003510323,-0.040965848,-0.001531388,0.08002239,0.020215232,0.002227809,0.00927331,-0.01612974,-0.00223499,-0.008351818,-0.047236633,0.009178733,-0.001883189,,
925 blusterer,-0.02409991,0.011718716,-0.059825867,-0.014556312,0.27220932,-0.051252816,-0.044375256,-0.025853997,-0.030379344,-0.004999825,-0.041059323,-0.013851391,0.082295775,-0.021546675,-0.016015695,-0.019801298,-0.02171091,-0.008009359,-0.039507195,-0.06815139,-0.006938638,-0.021628793,,
926 friendship,0.03387088,0.024290513,-0.0185888,0.024559582,0.28650507,-0.007567598,-0.022311484,0.03163615,0.009468132,0.007113194,-0.03481463,0.01692926,0.09184694,0.026792288,0.016174207,0.025015444,-0.012171464,0.00866031,-0.008531399,-0.008095487,0.024539055,0.01282117,,
927 enmity,0.017613545,0.031272102,0.001076388,0.05096028,0.3036418,0.032308146,-0.005903456,0.030301407,0.014031903,0.033854708,-0.021048132,0.044799067,0.106992505,0.04097981,0.053388465,0.047308918,0.004449209,-0.021811375,0.013897737,0.021737136,0.039992508,0.030786755,,
928 friend,0.009526546,-0.009734148,-0.020166058,-0.025474504,0.27990252,-0.008501858,-0.0377887,-0.02273076,-0.02434714,-0.027312946,-0.055135585,0.006358148,0.0769243,-0.008065956,-0.002622122,-0.006850207,-0.029236449,0.061322775,-0.014865101,-0.026010508,0.005759612,-0.012299625,,
929 enemy,0.025254617,0.015147221,-0.003988087,-0.017708123,0.31599653,0.039077092,-0.014245367,-0.04667536,-0.004038679,-0.029546296,-0.09135313,0.03135147,0.08487342,-0.029941654,0.048989188,-0.031623818,-0.02719518,-0.028853977,-0.001426506,-0.01643548,0.010882894,-0.009142023,,
930 sociality,-0.005708673,0.02114667,-0.045833897,-0.007522901,0.26083022,-0.0283599,-0.045230467,0.014700434,-0.027920738,0.001115656,-0.04480635,-0.013695704,0.046299186,0.013672116,-0.015213477,-0.006701248,-0.027435567,-0.019042922,-0.024623912,-0.038939748,0.000336439,-0.014454591,,
931 exclusion,-9.24E-05,0.011790054,-0.038342845,0.007538085,0.2657245,-0.01773099,-0.039879806,0.011823247,-0.013634141,-0.001727378,-0.06291274,-0.003103412,0.0682181,0.026539909,0.002597626,0.005115616,-0.013992893,-0.004102111,-0.019791072,-0.027381608,0.007832787,-0.002415395,,
932 courtesy,-0.003315144,0.021347156,-0.040428936,-0.000869341,0.28470045,-0.018050067,-0.0319233,0.018332113,-0.025200913,0.005821084,-0.043477293,-0.004429538,0.07540277,0.018997848,-0.00264967,0.005317685,-0.018357191,-0.029710023,-0.020236148,-0.03525952,0.007800601,-0.003872341,,
933 discourtesy,0.00259657,0.007352223,-0.040675756,0.016477473,0.30729008,-0.017857121,-0.03603277,0.010817534,-0.030067239,0.008414594,-0.046358097,-0.00683337,0.09292547,0.018977994,0.005041076,0.010154482,-0.020095577,-0.009117377,-0.013279021,-0.042019516,0.010885583,-0.0021184,,
934 congratulation,0.033398204,0.06612991,-0.04196897,0.012830406,0.30161834,-0.013545424,-0.006287803,0.042767987,-0.001658863,0.027778879,-0.017189868,0.019667992,0.048417497,0.027524352,0.033926003,0.024576902,-0.006815856,-0.021788478,-0.004869318,-0.02117843,0.025166673,0.016249199,,
935 love,0.02116931,0.02294311,-0.015703285,0.010480584,0.32252213,-0.009759761,-0.006773419,0.016946765,0.005547018,0.002451548,-0.0273658,0.019088637,0.08794129,0.027388245,0.017447602,0.0250467,0.00409361,-0.000120404,-0.007804632,-0.010638148,0.025245055,0.008013801,,
936 hate,0.030980118,0.029848866,-0.007597957,0.029530972,0.33051872,0.008741857,-0.013999605,0.0297961,0.01669714,0.044675402,-0.02475448,0.034846254,0.11771598,0.042958174,0.03831483,0.041170478,-0.004074209,-0.004285269,0.003708614,0.000432437,0.037261221,0.029663536,,
937 favorite,0.02006337,-0.006068019,-0.014868041,-0.008395374,,0.012449064,-0.020878276,0.007992171,-0.008537705,0.02168398,-0.026599064,0.034319833,0.114032075,0.014418509,-0.00435316,0.002912783,0.005367541,-0.006151265,0.004435305,-0.010380318,0.006918074,0.002912783,,
938 resentment,0.008183694,0.02576923,-0.032081086,0.021718778,0.32074896,-0.004793546,-0.014761509,0.024124648,-0.004572986,0.009915815,-0.030499825,0.024355834,0.086542934,0.025648052,0.013457801,0.023775479,-0.017111186,-0.005396521,-0.000964718,-0.017731968,0.022816394,0.009049755,,
939 irascibility,-0.005215576,0.008454918,-0.036838315,0.010282649,0.32885343,-0.007095506,-0.034180183,0.012280619,-0.012814445,-0.005943353,-0.038909473,0.007730956,0.09837472,0.023188632,0.003815582,0.028726041,-0.027858652,0.009479978,-0.014810675,-0.027575146,0.01599731,-0.000699997,,
940 sullenness,-0.006941381,0.015986497,-0.039401833,0.0195109,0.30283883,-0.00348168,-0.038868364,0.020429987,-0.013004018,0.005478375,-0.04755815,0.005715978,0.08618392,0.022619111,0.000578251,0.018734805,-0.0169885,-0.005655383,-0.00913096,-0.02185795,0.014759422,-0.001451715,,
941 endearment,-0.003140423,0.028533299,-0.034736972,0.027683264,0.2904594,-0.008430779,-0.01984863,0.037976988,-0.005951623,0.0239405,-0.026269984,0.002505658,0.0861224,0.033138685,-0.006356936,0.01774393,0.007590388,0.005556989,-0.003783554,-0.026359051,0.021318677,0.004031324,,
942 marriage,0.03399696,0.04494997,-0.004307886,0.05367285,0.28475338,0.019304024,0.01750278,0.052335024,0.039843068,0.049478825,-0.017902624,0.05782903,0.0893265,0.056828156,0.032208156,0.05204313,0.007460071,0.03196787,0.027404277,0.023113491,0.047590353,0.036920014,,
943 celibacy,-0.00108918,0.026167238,-0.045807064,0.061849184,0.32761818,-0.02339174,0.004267709,0.030136662,0.011720754,0.05516217,-0.03425996,0.051777255,0.079486325,0.055598255,0.014477699,0.015613651,0.047834948,0.028038451,7.56E-06,0.007196721,0.035620241,0.020890445,,
944 divorce,0.01656829,0.007897954,-0.012970224,0.050599642,0.30379593,0.00253776,0.014947359,0.021877503,0.016052786,0.04754357,-0.035868943,0.05152506,0.077728674,0.041901518,0.030353595,0.016228192,0.006200051,0.007520807,0.001174826,0.023378897,0.034449662,0.016398241,,
945 benevolence,0.022275371,0.023856185,-0.013936198,0.02043278,0.30132553,-0.000363539,0.001964226,0.027613504,0.011970365,0.017401585,-0.04414416,0.01799002,0.10371722,0.02789292,0.028950453,0.022532342,5.32E-05,-0.018865006,-0.007680576,-0.002678621,0.02701538,0.017695803,,
946 malevolence,0.012551317,0.012565557,-0.022633204,0.013855999,0.30170715,-0.006860469,-0.026913248,0.015377907,-0.003685404,0.013174163,-0.04176047,0.01569706,0.08568614,0.028169367,0.023365753,0.017625213,-0.011309387,-0.015311644,0.002693514,-0.02203819,0.019597856,0.012558437,,
947 malediction,0.01776865,0.039190546,-0.012107185,0.039756116,0.2984074,-0.006941361,-0.020629259,0.04677766,-0.006268208,0.007890631,-0.02540193,0.020082463,0.11143509,0.036773093,0.032461144,0.035662215,0.00198216,-0.02126803,-0.004132367,-0.023079468,0.028417968,0.012829641,,
948 threat,-0.002370266,0.024766061,-0.037838127,0.009178272,0.3000589,-0.020442622,-0.03071693,0.007115643,-0.024561701,-0.010935416,-0.030300347,0.005129387,0.09615749,0.02669933,0.01332907,0.035778496,-0.025557863,-0.010734255,-0.005401325,-0.02426721,0.014754329,-0.003885796,,
949 philanthropy,-0.024857966,0.004676157,-0.064070694,-0.039869957,0.27911702,-0.033259485,-0.06871643,-0.020297317,-0.0510682,-0.024832536,-0.07782811,-0.045421537,0.050731346,-0.020645775,-0.019272607,-0.017752351,-0.031210871,-0.048446767,-0.060895424,-0.057592735,-0.018575712,-0.032235178,,
